question,qtype
What is the outlook for Sturge-Weber Syndrome ?,outlook
What is the outlook for Migraine ?,outlook
What is the outlook for Insomnia - overview ?,outlook
What is the outlook for Weight gain - unintentional ?,outlook
What is the outlook for Stridor ?,outlook
What is the outlook for Coloboma of the iris ?,outlook
What is the outlook for Arthritis ?,outlook
What is the outlook for Craniosynostosis repair ?,outlook
What is the outlook for Avian influenza ?,outlook
What is the outlook for Esophagitis ?,outlook
What is the outlook for Polymorphous light eruption ?,outlook
What is the outlook for Central serous choroidopathy ?,outlook
What is the outlook for Retinal detachment ?,outlook
What is the outlook for Hypersomnia ?,outlook
What is the outlook for Parinaud oculoglandular syndrome ?,outlook
What is the outlook for Tracheal rupture ?,outlook
What is the outlook for Factitious hyperthyroidism ?,outlook
What is the outlook for Schizoid personality disorder ?,outlook
What is the outlook for Ketoprofen overdose ?,outlook
What is the outlook for Leprosy ?,outlook
What is the outlook for Galactosemia ?,outlook
What is the outlook for Pagets disease of the bone ?,outlook
What is the outlook for Retropharyngeal abscess ?,outlook
What is the outlook for Muscle function loss ?,outlook
What is the outlook for Boric acid poisoning ?,outlook
What is the outlook for Albinism ?,outlook
What is the outlook for Adult Still's disease ?,outlook
What is the outlook for Seborrheic dermatitis ?,outlook
What is the outlook for Diazinon poisoning ?,outlook
What is the outlook for Stroke - discharge ?,outlook
What is the outlook for Cerebral Aneurysms ?,outlook
What is the outlook for Carbuncle ?,outlook
What is the outlook for Pulmonary edema ?,outlook
What is the outlook for Nikolsky sign ?,outlook
What is the outlook for Machado-Joseph Disease ?,outlook
What is the outlook for Asthma - child - discharge ?,outlook
What is the outlook for Pediatric sleep apnea ?,outlook
What is the outlook for Coffin Lowry Syndrome ?,outlook
What is the outlook for Obsessive-compulsive personality disorder ?,outlook
What is the outlook for Alzheimer disease ?,outlook
What is the outlook for Familial hypertriglyceridemia ?,outlook
What is the outlook for Low nasal bridge ?,outlook
What is the outlook for Corns and calluses ?,outlook
What is the outlook for Earlobe creases ?,outlook
What is the outlook for Arteriovenous Malformation ?,outlook
What is the outlook for Bicuspid aortic valve ?,outlook
What is the outlook for Penis pain ?,outlook
What is the outlook for Breathing difficulty ?,outlook
What is the outlook for Knock knees ?,outlook
What is the outlook for Breast infection ?,outlook
What is the outlook for Ketoprofen overdose ?,outlook
What is the outlook for Point tenderness - abdomen ?,outlook
What is the outlook for HIV/AIDS ?,outlook
What is the outlook for Tuberous sclerosis ?,outlook
What is the outlook for Appendicitis ?,outlook
What is the outlook for Gangrene ?,outlook
What is the outlook for Elbow replacement ?,outlook
What is the outlook for Dermatomyositis ?,outlook
What is the outlook for Cranial mononeuropathy III - diabetic type ?,outlook
What is the outlook for Prosopagnosia ?,outlook
What is the outlook for Plummer-Vinson syndrome ?,outlook
What is the outlook for How wounds heal ?,outlook
What is the outlook for Necrotizing enterocolitis ?,outlook
What is the outlook for Skin Cancer ?,outlook
What is the outlook for Acute cytomegalovirus (CMV) infection ?,outlook
What is the outlook for Malabsorption ?,outlook
What is the outlook for Trichomoniasis ?,outlook
What is the outlook for Naphthalene poisoning ?,outlook
What is the outlook for Joubert Syndrome ?,outlook
What is the outlook for Age-related hearing loss ?,outlook
What is the outlook for Kidney Dysplasia ?,outlook
What is the outlook for Heroin overdose ?,outlook
What is the outlook for Indomethacin overdose ?,outlook
What is the outlook for Ectropion ?,outlook
What is the outlook for Neurological Complications of AIDS ?,outlook
What is the outlook for Syncope ?,outlook
What is the outlook for Infant botulism ?,outlook
What is the outlook for Williams syndrome ?,outlook
What is the outlook for Muscle cramps ?,outlook
What is the outlook for Promethazine overdose ?,outlook
What is the outlook for Nasal flaring ?,outlook
What is the outlook for Irregular sleep-wake syndrome ?,outlook
What is the outlook for Neurosyphilis ?,outlook
What is the outlook for Central pontine myelinolysis ?,outlook
What is the outlook for Urinary incontinence - vaginal sling procedures ?,outlook
What is the outlook for Fleas ?,outlook
What is the outlook for Postherpetic neuralgia - aftercare ?,outlook
What is the outlook for Goodpasture syndrome ?,outlook
What is the outlook for Ovarian Germ Cell Tumors ?,outlook
What is the outlook for Simple pulmonary eosinophilia ?,outlook
What is the outlook for Periventricular Leukomalacia ?,outlook
What is the outlook for Von Hippel-Lindau Disease (VHL) ?,outlook
What is the outlook for Iodine poisoning ?,outlook
What is the outlook for Arachnoid Cysts ?,outlook
What is the outlook for Nicotine poisoning ?,outlook
What is the outlook for Cellulitis ?,outlook
What is the outlook for Branchial cleft cyst ?,outlook
What is the outlook for Delirium ?,outlook
What is the outlook for Solitary pulmonary nodule ?,outlook
What is the outlook for Oleander poisoning ?,outlook
What is the outlook for Jellyfish stings ?,outlook
What is the outlook for Cutaneous skin tag ?,outlook
What is the outlook for Muscle atrophy ?,outlook
What is the outlook for Aplastic anemia ?,outlook
What is the outlook for Shoulder separation - aftercare ?,outlook
What is the outlook for Amaurosis fugax ?,outlook
What is the outlook for Splinter hemorrhages ?,outlook
What is the outlook for Grass allergy ?,outlook
What is the outlook for Small Intestine Cancer ?,outlook
What is the outlook for Hereditary Spastic Paraplegia ?,outlook
What is the outlook for Brain abscess ?,outlook
What is the outlook for Secondary systemic amyloidosis ?,outlook
What is the outlook for Methyl salicylate overdose ?,outlook
What is the outlook for Brachial plexopathy ?,outlook
What is the outlook for Meningitis - cryptococcal ?,outlook
What is the outlook for Transient tic disorder ?,outlook
What is the outlook for Goiter - simple ?,outlook
What is the outlook for Patent foramen ovale ?,outlook
What is the outlook for Wrinkles ?,outlook
What is the outlook for Thromboangiitis obliterans ?,outlook
What is the outlook for Cataract - adult ?,outlook
What is the outlook for Miller Fisher Syndrome ?,outlook
What is the outlook for Stroke ?,outlook
What is the outlook for Non-Small Cell Lung Cancer ?,outlook
What is the outlook for Guillain-Barr Syndrome ?,outlook
What is the outlook for Lissencephaly ?,outlook
What is the outlook for Motor Neuron Diseases ?,outlook
What is the outlook for Pelizaeus-Merzbacher Disease ?,outlook
What is the outlook for Paroxysmal cold hemoglobinuria (PCH) ?,outlook
What is the outlook for Suicide and suicidal behavior ?,outlook
What is the outlook for Factor II deficiency ?,outlook
What is the outlook for Acoustic trauma ?,outlook
What is the outlook for Intercostal retractions ?,outlook
What is the outlook for Head lice ?,outlook
What is the outlook for Heroin overdose ?,outlook
What is the outlook for Pseudomembranous colitis ?,outlook
What is the outlook for Carbolic acid poisoning ?,outlook
What is the outlook for Pseudotumor cerebri ?,outlook
What is the outlook for Subacute sclerosing panencephalitis ?,outlook
What is the outlook for Meconium aspiration syndrome ?,outlook
What is the outlook for Methylmalonic acidemia ?,outlook
What is the outlook for Congenital cytomegalovirus ?,outlook
What is the outlook for Isaacs' Syndrome ?,outlook
What is the outlook for Bleeding gums ?,outlook
What is the outlook for Transient tachypnea - newborn ?,outlook
What is the outlook for Reye syndrome ?,outlook
What is the outlook for Necrotizing soft tissue infection ?,outlook
What is the outlook for Ear infection - acute ?,outlook
What is the outlook for Coronary artery spasm ?,outlook
What is the outlook for Fatigue ?,outlook
What is the outlook for Duchenne muscular dystrophy ?,outlook
What is the outlook for Volvulus - childhood ?,outlook
What is the outlook for Lyme disease ?,outlook
What is the outlook for Chickenpox ?,outlook
What is the outlook for Tremor ?,outlook
What is the outlook for Burkitt lymphoma ?,outlook
What is the outlook for Prerenal azotemia ?,outlook
What is the outlook for Atrial fibrillation or flutter ?,outlook
What is the outlook for Agitation ?,outlook
What is the outlook for Meningitis and Encephalitis ?,outlook
What is the outlook for Headache ?,outlook
What is the outlook for Trichinosis ?,outlook
What is the outlook for Giant congenital nevus ?,outlook
What is the outlook for Claw hand ?,outlook
What is the outlook for Cushing disease ?,outlook
What is the outlook for Thyroid nodule ?,outlook
What is the outlook for Obstructive uropathy ?,outlook
What is the outlook for Ear tag ?,outlook
What is the outlook for Serotonin syndrome ?,outlook
What is the outlook for Adult Soft Tissue Sarcoma ?,outlook
What is the outlook for Orchitis ?,outlook
What is the outlook for Mnire disease ?,outlook
What is the outlook for Post-traumatic stress disorder ?,outlook
What is the outlook for Postural Tachycardia Syndrome ?,outlook
What is the outlook for Aortic stenosis ?,outlook
What is the outlook for Tethered Spinal Cord Syndrome ?,outlook
What is the outlook for Botulism ?,outlook
What is the outlook for Loss of brain function - liver disease ?,outlook
What is the outlook for Lichen planus ?,outlook
What is the outlook for Ataxia - telangiectasia ?,outlook
What is the outlook for Wilms tumor ?,outlook
What is the outlook for Tooth abscess ?,outlook
What is the outlook for Developmental Dyspraxia ?,outlook
What is the outlook for Plant fertilizer poisoning ?,outlook
What is the outlook for Elbow replacement - discharge ?,outlook
What is the outlook for Wheezing ?,outlook
What is the outlook for Chlorpromazine overdose ?,outlook
What is the outlook for Kidney Dysplasia ?,outlook
What is the outlook for Poisoning ?,outlook
What is the outlook for Trichorrhexis nodosa ?,outlook
What is the outlook for Retrograde ejaculation ?,outlook
What is the outlook for Prostatitis - nonbacterial ?,outlook
What is the outlook for Weight loss - unintentional ?,outlook
What is the outlook for Nevoid basal cell carcinoma syndrome ?,outlook
What is the outlook for Dizziness ?,outlook
What is the outlook for Alternating Hemiplegia ?,outlook
What is the outlook for Wrist pain ?,outlook
What is the outlook for Ventricular fibrillation ?,outlook
What is the outlook for Hydrocodone and acetaminophen overdose ?,outlook
What is the outlook for Gastroschisis ?,outlook
What is the outlook for Pulmonary aspergilloma ?,outlook
What is the outlook for Crigler-Najjar syndrome ?,outlook
What is the outlook for Cobalt poisoning ?,outlook
What is the outlook for Stools - pale or clay-colored ?,outlook
What is the outlook for Encephalitis Lethargica ?,outlook
What is the outlook for Polyarteritis nodosa ?,outlook
What is the outlook for Raynaud phenomenon ?,outlook
What is the outlook for Estrogen overdose ?,outlook
What is the outlook for Microcephaly ?,outlook
What is the outlook for Cocaine intoxication ?,outlook
What is the outlook for Panic disorder ?,outlook
What is the outlook for Limb-girdle muscular dystrophies ?,outlook
What is the outlook for Pituitary tumor ?,outlook
What is the outlook for Langerhans Cell Histiocytosis ?,outlook
What is the outlook for Creutzfeldt-Jakob Disease ?,outlook
What is the outlook for Drug allergies ?,outlook
What is the outlook for Anaphylaxis ?,outlook
What is the outlook for Trigeminal neuralgia ?,outlook
What is the outlook for Keloids ?,outlook
What is the outlook for Blount disease ?,outlook
What is the outlook for Diaphragmatic hernia ?,outlook
What is the outlook for Jack-in-the-pulpit poisoning ?,outlook
What is the outlook for Varicocele ?,outlook
What is the outlook for Frozen shoulder ?,outlook
What is the outlook for Polymyositis - adult ?,outlook
What is the outlook for Echinococcus ?,outlook
What is the outlook for Anthrax ?,outlook
What is the outlook for Coughing up blood ?,outlook
What is the outlook for Oropharyngeal Cancer ?,outlook
What is the outlook for Epidermolysis bullosa ?,outlook
What is the outlook for Anorexia nervosa ?,outlook
What is the outlook for Jock itch ?,outlook
What is the outlook for Penile Cancer ?,outlook
What is the outlook for Nephrocalcinosis ?,outlook
What is the outlook for Anterior cruciate ligament (ACL) injury - aftercare ?,outlook
What is the outlook for Whiplash ?,outlook
What is the outlook for Gas - flatulence ?,outlook
What is the outlook for Fetal alcohol syndrome ?,outlook
What is the outlook for Cavernous Malformation ?,outlook
What is the outlook for Pneumonia - weakened immune system ?,outlook
What is the outlook for Adrenocortical carcinoma ?,outlook
What is the outlook for Reifenstein syndrome ?,outlook
What is the outlook for Congenital spherocytic anemia ?,outlook
What is the outlook for Ovarian cysts ?,outlook
What is the outlook for Endometritis ?,outlook
What is the outlook for Antidiarrheal drug overdose ?,outlook
What is the outlook for Frequent or urgent urination ?,outlook
What is the outlook for Pancreatic pseudocyst ?,outlook
What is the outlook for Surgery for pancreatic cancer - discharge ?,outlook
What is the outlook for Vasculitis Syndromes of the Central and Peripheral Nervous Systems ?,outlook
What is the outlook for Pentazocine overdose ?,outlook
What is the outlook for Armpit lump ?,outlook
What is the outlook for Spinal muscular atrophy ?,outlook
