question,qtype,source
is lissencephaly with cerebellar hypoplasia inherited,inheritance,colloquial
is lissenceephaly with cerebellar hypoplasia inherited,inheritance,typo
Is Sotos syndrome inherited ?,inheritance,original
is sotos syndrome inherited,inheritance,colloquial
is ooss syndrome inherited,inheritance,typo
Is familial isolated pituitary adenoma inherited ?,inheritance,original
is familial isolated pituitary adenoma inherited,inheritance,colloquial
is familial isolated pituitary adenoma inherited,inheritance,typo
Is methylmalonic acidemia inherited ?,inheritance,original
is methylmalonic acidemia inherited,inheritance,colloquial
is methylmalonic qcidemia nherited,inheritance,typo
Is Friedreich ataxia inherited ?,inheritance,original
is friedreich ataxia inherited,inheritance,colloquial
is friedreich ataxia inhherited,inheritance,typo
Is Fuchs endothelial corneal dystrophy inherited ?,inheritance,original
is fuchs endothelial corneal dystrophy inherited,inheritance,colloquial
is fuchs endothelial corneak dystropt inherted,inheritance,typo
Is thiamine-responsive megaloblastic anemia syndrome inherited ?,inheritance,original
is thiamine-responsive megaloblastic anemia syndrome inherited,inheritance,colloquial
is thiamine-resspnsive mmegalobllastic anemia synndrome inherited,inheritance,typo
Is Smith-Magenis syndrome inherited ?,inheritance,original
is smith-magenis syndrome inherited,inheritance,colloquial
is smith-magenis sndrome inherited,inheritance,typo
Is retroperitoneal fibrosis inherited ?,inheritance,original
is retroperitoneal fibrosis inherited,inheritance,colloquial
is retroperitoeal fiibrosis nherited,inheritance,typo
Is autosomal dominant hypocalcemia inherited ?,inheritance,original
is autosomal dominant hypocalcemia inherited,inheritance,colloquial
is autosomal sominant hypocallcemia inherited,inheritance,typo
Is metatropic dysplasia inherited ?,inheritance,original
is metatropic dysplasia inherited,inheritance,colloquial
iis metatropic dysplaia inerited,inheritance,typo
Is craniometaphyseal dysplasia inherited ?,inheritance,original
is craniometaphyseal dysplasia inherited,inheritance,colloquial
is craniometaphyseal dyslasoa innheeried,inheritance,typo
Is ALG12-congenital disorder of glycosylation inherited ?,inheritance,original
is alg12-congenital disorder of glycosylation inherited,inheritance,colloquial
is alg12-congeniaal disorder of glycosylation inheeited,inheritance,typo
"Is intrauterine growth restriction, metaphyseal dysplasia, adrenal hypoplasia congenita, and genital anomalies inherited ?",inheritance,original
"is intrauterine growth restriction, metaphyseal dysplasia, adrenal hypoplasia congenita, and genital anomalies inherited",inheritance,colloquial
"is intrauterine growth restriction, metaphhyseal dyspsia, adrenal hypoplasa conngenuta, and genital snmaliees inherited",inheritance,typo
Is spondyloepiphyseal dysplasia congenita inherited ?,inheritance,original
is spondyloepiphyseal dysplasia congenita inherited,inheritance,colloquial
s spondyylowpiphyseaal dyspplasia cingenita iinherites,inheritance,typo
Is congenital bilateral absence of the vas deferens inherited ?,inheritance,original
is congenital bilateral absence of the vas deferens inherited,inheritance,colloquial
is congenital bilaterl absence of the vas deferens inhertrd,inheritance,typo
Is progressive supranuclear palsy inherited ?,inheritance,original
is progressive supranuclear palsy inherited,inheritance,colloquial
is progressive supranivler palsy inherites,inheritance,typo
Is Wilson disease inherited ?,inheritance,original
is wilson disease inherited,inheritance,colloquial
is wilson disease inherited,inheritance,typo
Is Kienbock's disease inherited ?,inheritance,original
is kienbock's disease inherited,inheritance,colloquial
is kirnbock's diisease inheriited,inheritance,typo
Is deoxyguanosine kinase deficiency inherited ?,inheritance,original
is deoxyguanosine kinase deficiency inherited,inheritance,colloquial
is deoxyguanosine kinasse deficiency innherted,inheritance,typo
Is Peutz-Jeghers syndrome inherited ?,inheritance,original
is peutz-jeghers syndrome inherited,inheritance,colloquial
is petz-jeghers syndrome inherited,inheritance,typo
Is Weaver syndrome inherited ?,inheritance,original
is weaver syndrome inherited,inheritance,colloquial
is weaver syndrome inheriited,inheritance,typo
Is beta-ketothiolase deficiency inherited ?,inheritance,original
is beta-ketothiolase deficiency inherited,inheritance,colloquial
is beta-ketothiolae deficienct inherited,inheritance,typo
Is Cockayne syndrome inherited ?,inheritance,original
is cockayne syndrome inherited,inheritance,colloquial
i cockayne yndrome inherited,inheritance,typo
Is Pfeiffer syndrome inherited ?,inheritance,original
is pfeiffer syndrome inherited,inheritance,colloquial
is pfeiffer syndrome inherited,inheritance,typo
Is Duane-radial ray syndrome inherited ?,inheritance,original
is duane-radial ray syndrome inherited,inheritance,colloquial
is duae-radial ray syndrome inheritef,inheritance,typo
Is Duchenne muscular dystrophy inherited ?,inheritance,original
is duchenne muscular dystrophy inherited,inheritance,colloquial
is ducjenne muscular dystrphy inherited,inheritance,typo
Is Myhre syndrome inherited ?,inheritance,original
is myhre syndrome inherited,inheritance,colloquial
is myhre syndome inherited,inheritance,typo
Is Tay-Sachs disease inherited ?,inheritance,original
is tay-sachs disease inherited,inheritance,colloquial
is tay-sachs diseasee inherited,inheritance,typo
"Is Usher syndrome, type 1E inherited ?",inheritance,original
"is usher syndrome, type 1e inherited",inheritance,colloquial
"is user syndrome, type 1e inherited",inheritance,typo
Is osteogenesis imperfecta inherited ?,inheritance,original
is osteogenesis imperfecta inherited,inheritance,colloquial
is ostegenesis imperfcta imhetired,inheritance,typo
Is juvenile idiopathic arthritis inherited ?,inheritance,original
is juvenile idiopathic arthritis inherited,inheritance,colloquial
is kvenile iddiopathic arthritis inheriited,inheritance,typo
Is Fryns syndrome inherited ?,inheritance,original
is fryns syndrome inherited,inheritance,colloquial
iss fryns syndrome inheritted,inheritance,typo
Is X-linked hyper IgM syndrome inherited ?,inheritance,original
is x-linked hyper igm syndrome inherited,inheritance,colloquial
is x-linked hyper igm syndtome inherited,inheritance,typo
Is Hutchinson-Gilford progeria syndrome inherited ?,inheritance,original
is hutchinson-gilford progeria syndrome inherited,inheritance,colloquial
is hutchinson-gilford progeria smdtome ingerited,inheritance,typo
Is sialidosis inherited ?,inheritance,original
is sialidosis inherited,inheritance,colloquial
iis sialidosis inherited,inheritance,typo
Is Myoclonic epilepsy with ragged red fibers inherited ?,inheritance,original
is myoclonic epilepsy with ragged red fibers inherited,inheritance,colloquial
is myocloniic epilrpsy wih agged redd ffibers injerired,inheritance,typo
Is Hemochromatosis inherited ?,inheritance,original
is hemochromatosis inherited,inheritance,colloquial
is hemochromatosis innherited,inheritance,typo
Is Focal dermal hypoplasia inherited ?,inheritance,original
is focal dermal hypoplasia inherited,inheritance,colloquial
is foal dderal hypoplasia inherited,inheritance,typo
Is spinal muscular atrophy with progressive myoclonic epilepsy inherited ?,inheritance,original
is spinal muscular atrophy with progressive myoclonic epilepsy inherited,inheritance,colloquial
iis spinal mudlqr atrophy with progressive myoclonic epilepsy inheridd,inheritance,typo
Is Geniospasm inherited ?,inheritance,original
is geniospasm inherited,inheritance,colloquial
is geniospasm iinherited,inheritance,typo
Is aspartylglucosaminuria inherited ?,inheritance,original
is aspartylglucosaminuria inherited,inheritance,colloquial
is aspartylglucosaminuria inheriited,inheritance,typo
Is Glioblastoma inherited ?,inheritance,original
is glioblastoma inherited,inheritance,colloquial
is glioblastoma inheited,inheritance,typo
Is hereditary cerebral amyloid angiopathy inherited ?,inheritance,original
is hereditary cerebral amyloid angiopathy inherited,inheritance,colloquial
is herreditary cebral amyloid angioathy inhrritrd,inheritance,typo
Is globozoospermia inherited ?,inheritance,original
is globozoospermia inherited,inheritance,colloquial
is globozoosprrmia iinheried,inheritance,typo
Is Frontal fibrosing alopecia inherited ?,inheritance,original
is frontal fibrosing alopecia inherited,inheritance,colloquial
is frontal fibrosingg akopecia inheritef,inheritance,typo
Is Mucopolysaccharidosis type I inherited ?,inheritance,original
is mucopolysaccharidosis type i inherited,inheritance,colloquial
is ucopolysacchatidosis type i nerited,inheritance,typo
Is Leydig cell hypoplasia inherited ?,inheritance,original
is leydig cell hypoplasia inherited,inheritance,colloquial
is leydiig vell hyypoplasia inherited,inheritance,typo
Is Rotor syndrome inherited ?,inheritance,original
is rotor syndrome inherited,inheritance,colloquial
is rotor syndrpme inheritrd,inheritance,typo
Is Pseudoachondroplasia inherited ?,inheritance,original
is pseudoachondroplasia inherited,inheritance,colloquial
is psedoachondroplasiaa inhrroted,inheritance,typo
Is Stargardt disease inherited ?,inheritance,original
is stargardt disease inherited,inheritance,colloquial
is stargarddt disase inherited,inheritance,typo
"Is congenital cataracts, facial dysmorphism, and neuropathy inherited ?",inheritance,original
"is congenital cataracts, facial dysmorphism, and neuropathy inherited",inheritance,colloquial
"is congeenital cataracts, facial dysmorphism, and neropathy inheerited",inheritance,typo
Is Alport syndrome inherited ?,inheritance,original
is alport syndrome inherited,inheritance,colloquial
is alport syndrome inherited,inheritance,typo
Is supravalvular aortic stenosis inherited ?,inheritance,original
is supravalvular aortic stenosis inherited,inheritance,colloquial
is supracalvvular aaorrtic stenosis ineritrd,inheritance,typo
Is Tangier disease inherited ?,inheritance,original
is tangier disease inherited,inheritance,colloquial
is tangir disease inherited,inheritance,typo
Is Cushing's syndrome inherited ?,inheritance,original
is cushing's syndrome inherited,inheritance,colloquial
is cuahing's sydrome inheries,inheritance,typo
Is glycine encephalopathy inherited ?,inheritance,original
is glycine encephalopathy inherited,inheritance,colloquial
