question,qtype,source
How to diagnose Parasites - Baylisascaris infection ?,exams and tests,original
Should I get my cholesterol checked out?,exams and tests,llm_generated
Can I request a second opinion on my test results,exams and tests,llm_generated
Do I need to prepare myself in any way before a CT scan,exams and tests,llm_generated
Sjould I geet my ccholeterol checked out?,exams and tests,typo
How to diagnose Pleurisy and Other Pleural Disorders ?,exams and tests,original
"How will I find out my test results, will it be by phone, email, or post?",exams and tests,llm_generated
Do I need to fast before my blood tests tomorrow morning?,exams and tests,llm_generated
"What's the difference between a private and NHS scan, is it worth paying for",exams and tests,llm_generated
Do I need to fast before my blood tests tomorrow morning?,exams and tests,typo
How to diagnose Gastritis ?,exams and tests,original
"How often should I have a prostate exam, I'm getting a bit older now",exams and tests,llm_generated
Do I need to fast before my blood tests tomorrow morning?,exams and tests,llm_generated
Can you tell me more about the cervical screening process,exams and tests,llm_generated
"How often hould I hae a prostate exam, I'm etting a bit older nnow",exams and tests,typo
How to diagnose Anemia in Chronic Kidney Disease ?,exams and tests,original
What does a smear test actually involve?,exams and tests,llm_generated
"I've had my test, what's the next step, do I need to see a specialist or something?",exams and tests,llm_generated
"What's involved in a health check, is it just a bunch of tests",exams and tests,llm_generated
What does aa smear test actualy iinvolve?,exams and tests,typo
How to diagnose What I need to know about Hepatitis B ?,exams and tests,original
"I've been waiting for my blood test results for weeks, when will I hear back from the doctor",exams and tests,llm_generated
"I'm due for my cervical screening, do I need to book it soon?",exams and tests,llm_generated
Does a biopsy hurt?,exams and tests,llm_generated
"I've been eaiting for my blood test esults for weeks, when wiil  hear back from the doctor",exams and tests,typo
How to diagnose Pituitary tumor ?,exams and tests,original
How long do I have to wait for an MRI scan appointment,exams and tests,llm_generated
What kind of tests might they do for headaches that won't go away?,exams and tests,llm_generated
"Can I request a copy of my test results, or are they just for my doctor to see?",exams and tests,llm_generated
"CCan I request aa cop of my teat rresults, or are they just for my doctor to see?",exams and tests,typo
How to diagnose Disseminated Intravascular Coagulation ?,exams and tests,original
Do I need to make an appointment for a hearing test or can I just drop in,exams and tests,llm_generated
Do I need a GP referral for a private scan?,exams and tests,llm_generated
"After the exam, will someone go through my results with me and explain what everything means?",exams and tests,llm_generated
"After te exm, will soneonw go through my reslts with me and explain what everything means?",exams and tests,typo
How to diagnose Ureterocele ?,exams and tests,original
Do I need to stop eating before my scan appointment?,exams and tests,llm_generated
Can I just ask for a vitamin D test?,exams and tests,llm_generated
Can I get a private scan if I'm on a long waiting list for an NHS one,exams and tests,llm_generated
Cam I get a private scan if I'm o a kong waiting list for n NHa one,exams and tests,typo
How to diagnose Chinese restaurant syndrome ?,exams and tests,original
"Can I get a full health check-up, like a MOT?",exams and tests,llm_generated
"My GP said I need a lung function test, what does that involve?",exams and tests,llm_generated
"How do I get my test results, do I need to come into the hospital or can I get them over the phone?",exams and tests,llm_generated
"Can I get a full healtth checkk-uup, like a MOT?",exams and tests,typo
Do you have information about Supernumerary nipples,information,original
What does 'malignant' mean in a medical context?,information,llm_generated
What is 'ADHD' exactly? I'm getting assessed.,information,llm_generated
Can you give me a simple explanation of what's happening with my body?,information,llm_generated
What is 'ADHD' exctly? II'mm getting aassessed.,information,typo
What is (are) Familial combined hyperlipidemia ?,information,original
"What's the name of this disease, I want to do some research on it?",information,llm_generated
What's the difference between a sprain and a strain,information,llm_generated
I've heard of multiple myeloma what is that,information,llm_generated
Wht's the difference betwee a prain and s strain,information,typo
What is (are) Alagille syndrome ?,information,original
My doctor said I've got a fungal infection but I don't know what that means,information,llm_generated
what does it mean when the doctor says I've got high blood pressure,information,llm_generated
What does it mean when they say I've got a herniated disc,information,llm_generated
what does it man ehen the doctoe says I've got hif blood pressure,information,typo
What is (are) Kidney Failure: Eat Right to Feel Right on Hemodialysis ?,information,original
"Is there a simple way to explain this, I don't understand the jargon?",information,llm_generated
I've got a doctor's appointment and they said something about my ECG results but I don't know what that means,information,llm_generated
What is 'carpal tunnel syndrome'? My hand is numb.,information,llm_generated
Wha is 'caarpal tuunnel synrome'? My hannd s numm.,information,typo
What is (are) Leg pain ?,information,original
"What is anxiety disorder, really? I feel so lost :(",information,llm_generated
What does it mean when they say you've got a hormone imbalance,information,llm_generated
What's the definition of a 'migraine'? Is it just a bad headache?,information,llm_generated
Whqt does it mean when they sy you've got a hormone imblance,information,typo
What is (are) Migraine - resources ?,information,original
What does 'malignant' mean in a medical context?,information,llm_generated
"I've been diagnosed with something, but I don't know what it's called, can you tell me?",information,llm_generated
What exactly *are* varicose veins pls?,information,llm_generated
What exactly *are* variccose veins pls?,information,typo
What is (are) idiopathic inflammatory myopathy ?,information,original
What's the difference between a virus and a bacterial infection please?,information,llm_generated
What's the difference between type 1 and type 2 diabetes,information,llm_generated
Can you tell me more about this condition I've got it's called lupus or something,information,llm_generated
Wgat's the differene betwen a virrus and a bbcterial infection please?,information,typo
Do you have information about Water Pollution,information,original
"Can you explain it to me like I'm five, what's going on with my body?",information,llm_generated
